Client,Loss,Accuracy
0,432.6019649505615,0.11183333333333334
1,432.62196922302246,0.11333333333333333
2,432.58987045288086,0.11666666666666667
3,432.68607473373413,0.1135
4,432.67327213287354,0.11516666666666667
5,432.6090977191925,0.115
6,432.6787962913513,0.11433333333333333
7,432.6847541332245,0.11183333333333334
8,432.76764011383057,0.107
9,432.7490096092224,0.105
