Client,Loss,Accuracy
0,432.6604640483856,0.11183333333333334
1,432.6929090023041,0.11333333333333333
2,432.6561932563782,0.11666666666666667
3,432.74328351020813,0.1135
4,432.7289593219757,0.11516666666666667
5,432.6833267211914,0.115
6,432.7315638065338,0.11433333333333333
7,432.7508497238159,0.11183333333333334
8,432.82093930244446,0.107
9,432.8041567802429,0.105
