Client,Loss,Accuracy
0,432.53829622268677,0.11183333333333334
1,432.5694637298584,0.11333333333333333
2,432.5294930934906,0.11666666666666667
3,432.65494775772095,0.1135
4,432.6295356750488,0.11516666666666667
5,432.5558304786682,0.115
6,432.6335995197296,0.11433333333333333
7,432.62524914741516,0.11183333333333334
8,432.7334933280945,0.107
9,432.7108120918274,0.105
