Client,Loss,Accuracy
0,429.59089851379395,0.2155
1,431.1935200691223,0.175
2,430.71408772468567,0.1205
3,431.7431802749634,0.145
4,427.8170006275177,0.1765
5,431.79914140701294,0.10816666666666666
6,431.02003931999207,0.10366666666666667
7,430.48409724235535,0.12816666666666668
8,430.9678838253021,0.21383333333333332
9,426.72569251060486,0.222
